lsoa11cd,index_domain,measure,value
E01025186,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5849
E01025212,Income Deprivation Affecting Older People Index (IDAOPI),Rank,18756
E01025213,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14982
E01025214,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28894
E01025215,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5545
E01025315,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27895
E01025320,Income Deprivation Affecting Older People Index (IDAOPI),Rank,29532
E01025331,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27148
E01025348,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27850
E01025349,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28513
E01025334,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16661
E01025344,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20479
E01025345,Income Deprivation Affecting Older People Index (IDAOPI),Rank,32382
E01025346,Income Deprivation Affecting Older People Index (IDAOPI),Rank,26645
E01025347,Income Deprivation Affecting Older People Index (IDAOPI),Rank,19556
E01025329,Income Deprivation Affecting Older People Index (IDAOPI),Rank,19139
E01025330,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15869
E01025335,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12108
E01025338,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15725
E01025339,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16612
E01025322,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28152
E01025326,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25539
E01025327,Income Deprivation Affecting Older People Index (IDAOPI),Rank,29079
E01025342,Income Deprivation Affecting Older People Index (IDAOPI),Rank,26201
E01025321,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21005
E01025340,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25105
E01025341,Income Deprivation Affecting Older People Index (IDAOPI),Rank,32819
E01025343,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20371
E01025354,Income Deprivation Affecting Older People Index (IDAOPI),Rank,31067
E01025316,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25463
E01025317,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27113
E01025325,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10918
E01025328,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28658
E01025318,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22323
E01025319,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30571
E01025333,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25590
E01025350,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22156
E01025351,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28256
E01025323,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25459
E01025324,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27649
E01025332,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30828
E01025336,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30224
E01025337,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28633
E01025352,Income Deprivation Affecting Older People Index (IDAOPI),Rank,32593
E01025353,Income Deprivation Affecting Older People Index (IDAOPI),Rank,29674
E01025355,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30588
E01025361,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11592
E01025362,Income Deprivation Affecting Older People Index (IDAOPI),Rank,19207
E01025393,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14773
E01025363,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16483
E01025364,Income Deprivation Affecting Older People Index (IDAOPI),Rank,29907
E01025366,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5267
E01025395,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17049
E01025396,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2724
E01025397,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4683
E01025398,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6022
E01025367,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15373
E01025368,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14088
E01025369,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6515
E01025381,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10083
E01025382,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6886
E01025383,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16538
E01025356,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9923
E01025373,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21579
E01025385,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6003
E01025387,Income Deprivation Affecting Older People Index (IDAOPI),Rank,19269
E01033281,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10568
E01025377,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30980
E01025378,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15077
E01025379,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8830
E01025380,Income Deprivation Affecting Older People Index (IDAOPI),Rank,29761
E01025357,Income Deprivation Affecting Older People Index (IDAOPI),Rank,13554
E01025358,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22308
E01025365,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20872
E01025384,Income Deprivation Affecting Older People Index (IDAOPI),Rank,19998
E01025359,Income Deprivation Affecting Older People Index (IDAOPI),Rank,18810
E01025360,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9554
E01025375,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27673
E01025376,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8196
E01025371,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7727
E01025374,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10944
E01025391,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12469
E01025392,Income Deprivation Affecting Older People Index (IDAOPI),Rank,13504
E01025394,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7609
E01025370,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16152
E01025388,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12847
E01025389,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9219
E01025390,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7176
E01012607,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01012608,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012633,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012634,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012635,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01012636,Income Deprivation Affecting Older People Index (IDAOPI),Decile,9
E01012581,Income Deprivation Affecting Older People Index (IDAOPI),Decile,10
E01012582,Income Deprivation Affecting Older People Index (IDAOPI),Decile,8
E01012583,Income Deprivation Affecting Older People Index (IDAOPI),Decile,9
E01012587,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012588,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012574,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012577,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012578,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012605,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012606,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012579,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012580,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012642,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012645,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012585,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012586,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012656,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012657,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012658,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012629,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012631,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012643,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012644,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012655,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012571,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012572,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012573,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012575,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012630,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012576,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012637,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012638,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012639,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012640,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012641,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012595,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012596,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012622,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012623,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012624,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012625,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012584,Income Deprivation Affecting Older People Index (IDAOPI),Decile,7
E01012609,Income Deprivation Affecting Older People Index (IDAOPI),Decile,10
E01012610,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01012611,Income Deprivation Affecting Older People Index (IDAOPI),Decile,10
E01012612,Income Deprivation Affecting Older People Index (IDAOPI),Decile,9
E01012613,Income Deprivation Affecting Older People Index (IDAOPI),Decile,7
E01012600,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012601,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012602,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012603,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01012604,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012632,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012594,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012618,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01012619,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012620,Income Deprivation Affecting Older People Index (IDAOPI),Decile,8
E01012621,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012593,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012597,Income Deprivation Affecting Older People Index (IDAOPI),Decile,7
E01012598,Income Deprivation Affecting Older People Index (IDAOPI),Decile,8
E01012599,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012589,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012590,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012591,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012648,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012652,Income Deprivation Affecting Older People Index (IDAOPI),Decile,8
E01012617,Income Deprivation Affecting Older People Index (IDAOPI),Decile,7
E01012646,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012647,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012650,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012649,Income Deprivation Affecting Older People Index (IDAOPI),Decile,2
E01012651,Income Deprivation Affecting Older People Index (IDAOPI),Decile,7
E01012653,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01012654,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01012614,Income Deprivation Affecting Older People Index (IDAOPI),Decile,7
E01012615,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012616,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01012659,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01012660,Income Deprivation Affecting Older People Index (IDAOPI),Decile,9
E01012661,Income Deprivation Affecting Older People Index (IDAOPI),Decile,4
E01012592,Income Deprivation Affecting Older People Index (IDAOPI),Decile,9
E01012628,Income Deprivation Affecting Older People Index (IDAOPI),Decile,10
E01032485,Income Deprivation Affecting Older People Index (IDAOPI),Decile,9
E01032486,Income Deprivation Affecting Older People Index (IDAOPI),Decile,10
E01024859,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01024861,Income Deprivation Affecting Older People Index (IDAOPI),Decile,8
E01024862,Income Deprivation Affecting Older People Index (IDAOPI),Decile,8
E01024891,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01024892,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01024894,Income Deprivation Affecting Older People Index (IDAOPI),Decile,5
E01024893,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01024896,Income Deprivation Affecting Older People Index (IDAOPI),Decile,6
E01024897,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01024898,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01024856,Income Deprivation Affecting Older People Index (IDAOPI),Decile,3
E01024875,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
E01024876,Income Deprivation Affecting Older People Index (IDAOPI),Decile,1
